,Title,Company,Talking,Cleaning,Food,Building,Organizing,Computers,Numbers,Translating,Machinery,Description,Wage,Link
260,Production Welder,New Flyer of America Inc,X,X,,X,X,,,,X,"Salary $20.34 - $25.40 Hourly Location St. Cloud, MN - USA Job Type Full time Business Unit NF Transit Bus - St. Cloud Job Number 01387 Business Unit Departments Production New Flyer is North America's heavy-duty transit bus leader with locations in Canada in Winnipeg and Arnprior, and facilities...",~$15,https://de.jobsyn.org/c38f66451856436fa61602d98813c9581387
261,Assembly Technician,New Flyer of America Inc,X,X,,,X,,X,,X,"Salary Negotiable Location St. Cloud, MN - USA Job Type Full time Business Unit NF Transit Bus - St. Cloud Job Number 01401 Business Unit Departments Production New Flyer is North America's heavy-duty transit bus leader with locations in Canada in Winnipeg and Arnprior, and facilities in the USA ...",~$18,https://de.jobsyn.org/92d25ff2e21b4b8aa5d311a507e1ed7e1387
262,Food Product Demonstrato...,KWIK TRIP INC,,,X,,,,,,X,"Location: Kwik Trip #146 2211 W Division St St Cloud , MN 56301 Requisition: 116407 Range Min: $13.16 Shift: Variable Food Product Demonstrator: Kwik Trip is seeking energetic, outgoing and positive people to make a difference in the communities we serve. Our Food Product Demonstrators provide ou...",$13,https://www.prodivnet.com/job/food-product-demonstrator-146-st-cloud-minnesota-4763504
263,PATIENT ACCESS ASSISTANT...,CentraCare Health,X,,,,,,,,,"Find your purpose assisting our patients at CentraCare as a Patient Access Assistant! This position will support the Plaza Pediatric, Plaza OB and SCMG Pediatric/OB Departments at the CentraCare Plaza and the St. Cloud Medical Group South locations. Full Time, 80 hours per two week pay period. 6:...",~$19,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204321
264,TRANSPORTER/UNIT SUPPORT...,CentraCare Health,,,,,,X,,,,"Full-time, 80 hours per pay period (two weeks), 7:30a-4p Monday- Friday, every 4th weekend from 7a-2p, 1-2 holidays per year JOB SUMMARY: Transports patients of all ages to and from the Imaging Services Department, maintaining a professional attitude at all times. Acts as a support person through...",~$14,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204341
265,Claires PT Assistant StC...,Claire's Accessories,X,,,,X,X,,,X,"Job Description Claire's - A Career that's always in style Part-Time Manager/3rd Key Holder Opportunity About the Role As a 3rd Keyholder at Claires, you will be responsible for: - Supporting your Store Manager and Assistant Store Manager with the achievement of retail store targets by driving sa...",~$21,https://www.snagajob.com/jobs/621234270
266,Production Associate,carfair,,,,,,X,,,X,"Carfair Composites in St. Cloud, MN is hiring for Production Associates to work in our prep area. Job duties include inspecting parts and repairing any defects found in the fiberglass panels. The ideal candidate will be able to use small hand tools, stand for long periods of time and is detail or...",~$12,https://www.careerbuilder.com/job/J3S4JJ6TVKL6M07RHC6
267,Guardian (24352),Lutheran Social Service of MN,X,,,,X,,,,,"City: Saint Cloud State: MN Country: United States of America Category: Human Services Employment Status: Full Time Description Lutheran Social Service MNis a dynamic social service organization serving children, youth and families, people with disabilities, older adults and military veterans. Tr...",~$12,https://de.jobsyn.org/ca7fd47cfa174978b24cd71e9c9f0bea1387
268,New Drivers Top Industry...,"J&R Schugel Trucking, Inc.",,,,,,,,,,"Job Description Job Description: CDL-A Student Truck Driver Jobs No Experience Necessary! Top Pay and Benefit Package Get started at J&R Schugel with top industry pay for students! Call to speak to a recruiter and learn more (855) 973-3351 YOU VE GRADUATED, NOW GET STARTED! As a 100% employee-own...",~$26,https://www.snagajob.com/jobs/621318695
269,Physician Liaision Surge...,SURGICAL CARE AFFILIATES,X,,,,X,X,,,X,"Job Description Location: US-MN-St. Cloud # of Openings: 1 Category: Other System ID: 14965 Overview SCA, a leader in the outpatient surgery industry, strategically partners with health plans, medical groups and health systems across the country to develop and optimize surgical facilities. SCA op...",~$16,https://www.snagajob.com/jobs/623931559
270,Customer Experience Coor...,Capital One,X,,,,X,X,,,,"Job ID: R110825 Thomas Edison North (74050), United States of America, St Cloud, Minnesota Customer Experience Coordinator (Full Time) Capital One prioritizes the health and safety of our associates. In light of COVID-19, we are complying with the CDC guidelines for social distancing. The vast ma...",~$16,https://de.jobsyn.org/0e208872c8044268a30a0f1af13171f61387
271,Market Development Repre...,Sazerac.com,X,,,,X,,,,,Market Development Representative - St. Cloud Job Locations US-MN-St. Cloud Posted Date 8 hours ago (5/4/2021 8:45 AM) # of Openings 1 Category Sales Type Regular Full-Time Sazerac Company Overview Build your career at Sazerac! Sazerac Company produces and markets the most award-winning bourbons ...,~$30,https://careers-sazerac.icims.com/jobs/5756/job?in_iframe=1
272,Physician Liaision (Surg...,"HEALTH INVENTURES, LLC",X,,,,X,X,,,X,"Physician Liaision (Surgery Scheduler) - FT - St. Cloud Surgery Center Job Locations US-MN-St. Cloud # of Openings 1 Category Other System ID 14965 Telecommute No Employee Type Regular Employee Status Full-time Overview SCA, a leader in the outpatient surgery industry, strategically partners with...",~$16,https://careers-scasurgery.icims.com/jobs/14965/job?in_iframe=1
273,Order Fulfillment Specia...,Marco Technologies,X,,,,X,X,,,,"Marco is a one-stop shop for all things business tech. Our employees are “movers and shakers” and our company is always striving to do what’s right. Does this sound like a culture you want to be a part of? We’re hiring a new team member to help take Marco’s technology further – working full-time,...",~$16,https://jobs.lever.co/marco/6e0b4767-0249-429e-8bf7-c1dd0639338d
274,Supplies Fulfillment Sup...,Marco Technologies,X,,,,X,X,,,X,"Marco is a one-stop shop for all things business tech. Our employees are “movers and shakers” and our company is always striving to do what’s right. Does this sound like a culture you want to be a part of? We’re hiring a new team member to help take Marco’s technology further – working full-time,...",~$26,https://jobs.lever.co/marco/1b1452a1-96f5-43d0-bcc1-610bfbfc7eb6
275,Insurance Sales Represen...,Priority Life Group - FFL Conquer,X,,,,X,,,,,"We are seeking individuals who are interested in being part of the fastest growing market available today, The Senior Market. At Family First Life, we are considered to be “The Senior Market Specialist,” and are devoted to work with our clients with Honesty and Integrity. Our professionally train...",~$33,https://www.careerbuilder.com/job/J3Q0MN6GNKJYC4RTRVJ
276,Assistant Restaurant Man...,Five Guys,X,,X,,,,,,,"Job Description Five Guys Burgers and Fries is one of America's most successful hamburger concepts, not just for its food, ranked the #1 burger in America by Zagat survey, but also because of its employees. We have a unique work environment where crew members and management are trained to work ev...",~$22,https://www.snagajob.com/jobs/623086880
277,General Restaurant Manag...,Five Guys,X,,X,,,,,,,"Job Description Five Guys Burgers and Fries is one of America's most successful hamburger concepts, not just for its food, ranked the #1 burger in America by Zagat survey, but also because of its employees. We have a unique work environment where crew members and management are trained to work ev...",~$22,https://www.snagajob.com/jobs/621218788
278,"Clerical, Class III (12-...",St Cloud School District 742,,,,,X,X,,,,"TYPE OF POSITION: M-F, 40 hrs/wk, hours to be determined Year-round position Hours may vary based on program needs REPORTS TO: Building Principals, immediate supervisor SUPERVISION: Clerical Classes I and II; Student Workers QUALIFICATIONS: High School Diploma or G.E.D., and three years progressi...",$20,https://de.jobsyn.org/aec9d3b6d0d3475e9a19a9705e307a521387
279,Become a Teacher Work Fr...,VIPKid,,,,,X,X,,,,"Job Description Looking for a flexible, remote teaching opportunity? We are seeking passionate educators to teach English online to over 600,000 students in China – with the ability to work from home and earn up to $22/hr. You don’t need to speak Chinese, we develop the curriculum, and you can te...",$22,https://www.snagajob.com/jobs/621094141
280,Class B Driver 18-20hr,Trillium Drivers,,,,,X,,,,,"Job Description Job Description: Class A CDL | Class B | Local | Regional Driver Job Openings Available Contact Lisa to find out more about what we have to offer our drivers! 920-471-0120 Today's Featured Opening: Class B Truck Drivers needed in St. Cloud, MN! Job Description - Trillium Drivers i...",$20,https://www.snagajob.com/jobs/621070862
281,Sales Account Executive,AT&T,X,,,,,X,,X,,"Job Description AT&T is leading the way to the future – for customers, businesses and the industry. We're developing new technologies to make it easier for our customers to stay connected to their world. Together, we've built a premier integrated communications and entertainment company and an am...",~$30,https://www.snagajob.com/jobs/621234462
282,Sales Account Executive,AT&T,X,,,,,X,,X,,"Job Description AT&T is leading the way to the future - for customers, businesses and the industry. We're developing new technologies to make it easier for our customers to stay connected to their world. Together, we've built a premier integrated communications and entertainment company and an am...",~$30,https://www.snagajob.com/jobs/621235202
283,Houskeeping Manager- $38...,Fairfield Inn & Suites St. Cloud,X,X,X,,,X,,,X,Job Summary The Housekeeping Manager is responsible for ensuring efficient operations of the Housekeeping Department in accordance with Aimbridge Hospitality standards as well as supervising the entire Housekeeping Department including rooms front/back of house public areas and laundry. Exempt as...,$18,https://student.internships.com/job/sam_9a8f2143e2b7e957?context=search
284,Membership Representativ...,Walmart,,,,,X,,,,,"Are you someone that thrives in fast-paced environments, and has a strong sales background? Our Membership Representative is a salaried role for Sam’s Club, and we are looking for friendly faces with a passion to teach and train the associates at the registers, self-check outs, club pick up and m...",~$17,https://www.jobspider.com/job/view-job-10416367.html
285,Outside Sales Opportunit...,__?__,,,,,,,,,,We are Riverside Payments! One of the top merchant processing companies in the country and we are looking to expand our National Sales Consulting team. Riverside Payments is committed to helping business owners achieve seamless transitions that improve the overall quality of their processing need...,$36,https://stcloud.craigslist.org/sls/d/saint-cloud-outside-sales-opportunity/7310562089.html
286,TRUCK DRIVER WANTED,__?__,,,,,,,,,,"Looking for a hard working individual that wants to work hard and take care of equipment, not afraid to work long hours during certain times of the year, must have a class a cdl and don’t mind being gone Monday-Friday,",~$30,https://stcloud.craigslist.org/trp/d/herman-truck-driver-wanted/7310405343.html
287,Contract Administrative ...,Aerotek,X,,,,X,X,,,X,"**Overview:** **Aerotek has an immediate internal opening for a Contract Administrative Assistant at our St. Cloud, MN office. The duration of this contract is open ended and will be re-evaluated based on performance and business need.** **Compensation: $16-18 per hour + monthly bonuses** **Job S...",$18,https://de.jobsyn.org/f71883ec6d544e5bba7d6e8ce87bd2fb1387
288,Local CDL A Truck Driver...,Sysco,X,X,X,,,,,,X,"Job Description Company: US0332 Sysco Western Minnesota, Inc. Zip Code: 56304 Employment Type: Full Time Travel Percentage: 0 CDL A Delivery Truck Driver OUR TRUCK DRIVERS CAN MAKE UP TO: - $25.91 Per hour - $8,500 SIGN-ON BONUS BENEFITS - Excellent pay, including productivity incentives. - Most ...",$26,https://www.snagajob.com/jobs/624003478
289,Finance - Warehouse Will...,Sysco Corporation,X,X,X,,,X,,,X,"Company: US0332 Sysco Western Minnesota, Inc. Zip Code: 56304 Minimum Level of Education: High School or Equivalent Minimum Years of Experience: 2 Years Employment Type: Full Time Travel Percentage: 0 JOB SUMMARY The Finance Associate is responsible for general duties in support of the OpCo (oper...",~$19,https://careers.sysco.com/jobs/R23250?lang=en-us
290,ASSOCIATE Claras House,CentraCare Health System,X,,,,,,,,,"Job Description Full time, 80 hours, Monday-Friday (7:30am-4pm) As a member of the primary care, behavioral health, or interdisciplinary treatment team provides assessment and treatment services for patients and families with behavioral health and/or medical needs. The psychotherapist provides di...",~$22,https://www.snagajob.com/jobs/554843764
291,SECURITY ASSISTANT Part-...,CentraCare Health System,X,,,,,,,,,Job Description Part-time 56hrs/pp; Rotating schedule to include ea. day of wk; 1:45p-10:15p; e/o wknd Now Hiring for a Security Assistant at the St. Cloud Hospital. As the Security Assistant your main responsible will be to monitor and protect the Emergency Room entrance. This is an excellent st...,$14,https://www.snagajob.com/jobs/551811799
292,Nutrition Services Lead-...,CentraCare Health System,,X,X,,,,,,,"Job Description Schedule: Team Leadership Casual Position; Job Summary for Team Lead Position: Assists with supervising nutrition services and kitchen assistance staff, ensuring meals are prepared per the menu, served on time, sanitation in all serving areas, and opening/closing of nutrition serv...",~$22,https://www.snagajob.com/jobs/548856157
293,Auto Mechanic or Lube Te...,Gilleland Chevrolet,X,,,,,X,,,X,Gilleland Chevrolet is hiring an Automotive Service Technician and a Lube Technician. Both are Full-Time positions. Automotive Service Technician / Mechanic: Responsibilities: - Perform work specified on the repair order with efficiency and in accordance with dealership policies and procedures. -...,~$21,https://minnesotajobs.com/career/11395620/Auto-Mechanic-Or-Lube-Technician-Minnesota-Mn-St-Cloud
294,Maintenance Technician -...,Monarch investment and Management Group,,,,,,,,,,"Job DescriptionDo you want to work for a company that will help you advance your career? If so, then look no further! Monarch Investment and Management Group is the company for you. Monarch not only offers amazing benefits like full health, dental and vision at an incredibly amazing cost to our e...",~$15,https://www.energyjobline.com/job/maintenance-technician-apartment-community-3416349
295,Administrative Assistant...,Quanex Building Products Corporation,X,,,X,X,X,,,,"Job Details Description What’s attractive about the Administrative Assistant? - Entry-level position with great career potential - Be part of a collaborative team - Extensive training and mentorship - The company LIVES its values - Company benefits include medical, dental, vision, tuition assista...",~$16,https://recruiting2.ultipro.com/QUA1012QBPC/JobBoard/0a83d4df-9021-42b1-aaec-a021a9a19104/OpportunityDetail?opportunityId=3a149085-ccfd-4641-801f-032e09af3aac
296,Maintenance Technician,MicroBiologics,X,,,,X,,X,,,"Job Description Looking to hire a Maintenance Technician immediately! Position Summary: - Cleaning and maintenance of company facilities, equipment and property. - Delivering supplies to departments as needed. - Moving and setting up equipment, furniture, fixtures and shelving. - Handling 55-gall...",~$16,https://www.energyjobline.com/job/maintenance-technician-3008129
297,Front Desk Coordinator,Robert Half,X,,,,X,,,,,"Ref ID: 02923647 Classification: Front Desk Coordinator Compensation: $15.00 to $17.00 hourly You might be the Front Desk Coordinator OfficeTeam is looking for, if you are well-organized, motivated, and looking to grow your career. You will be a key player by leading the lobby area at a company a...",$17,https://www.jobshq.com/job/3797934/front-desk-coordinator/
298,Urgently Hiring Student ...,C.R. England,,,,,,X,,,,"Job Description No CDL? No Problem! We Train, We Hire, We Pay. $0 Out-Of-Pocket To Start! $0 Upfront Tuition! You can get your CDL in just 21-days! As a family-owned company, we have top-of-the-line equipment, routes, and technology that provide you with one of the best trucking jobs in the count...",~$30,https://www.snagajob.com/jobs/622912693
299,Shipping And Receiving,Marco Technologies,X,,,,X,X,,,,"Marco is a one-stop shop for all things business tech. Our employees are “movers and shakers” and our company is always striving to do what’s right. Does this sound like a culture you want to be a part of? We’re hiring a new team member to help take Marco’s technology further – working full-time,...",~$12,https://jobs.lever.co/marco/018df6d3-5c26-4900-9b2c-729ab5436869
300,IT Purchasing Supervisor,Marco Technologies,X,,,,X,X,,,X,"Marco is a one-stop shop for all things business tech. Our employees are “movers and shakers” and our company is always striving to do what’s right. Does this sound like a culture you want to be a part of? We’re hiring a new team member to help take Marco’s technology further – working full-time,...",~$26,https://jobs.lever.co/marco/3ed81146-f910-4699-852e-36dfeb3166d6
301,"LADC or ADC-t - $2,000 S...",Metro Treatment of Minnesota,X,,,,,,,,X,"COUNSELOR-3 JOB DESCRIPTION New Season For over 30 years, New Season Treatment Centers have been a leading national health care service provider of outpatient treatment centers that specialize in providing safe, quality and best in class care for individuals living with Opioid Use Disorder (""OUD""...",~$22,https://de.jobsyn.org/871d594ddfed475cbeb718a66d0109b01387
302,CDL A OTR Truck Driver D...,VarianT,,,,,,,,,,"Job Description CDL A OTR Truck Driver: Drive an All-New Freightliner Cascadia! $.50- $.56 CPM Based on Experience! Apply Online or Call 956-304-1343 Today! $1,000 TRANSITION BONUS! Drivers benefit from Medical, Dental, Vision, and 401K, + NEW Freightliner Cascadias! HAVE WHAT IT TAKES? To all th...",~$29,https://www.snagajob.com/jobs/621145024
303,Clinical Lead for Northw...,The Mentor Network,,,,,X,,,,,"Job Description Northway Academy, a part of REM Minnesota, is a day program located in the cities of Saint Cloud, Sartell, Elk River, Bloomington and Brainerd MN, offering daily applied behavior analysis (ABA) services for children with Autism spectrum disorder (ASD) or related conditions. Clinic...",~$15,https://www.snagajob.com/jobs/611481086
304,Production Welder,New Flyer-US,X,X,,X,X,,,,X,"New Flyer is North America's heavy-duty transit bus leader with locations in Canada in Winnipeg and Arnprior, and facilities in the USA in Crookston, St. Cloud, Ontario, Anniston, Shepherdsville and Jamestown. It offers the most advanced product line under the Xcelsior® and Xcelsior CHARGE™ brand...",~$15,https://www.careerbuilder.com/job/J3W5PL6V2D1DP7PYK3P
305,"Clerical, Class II (12-m...",St Cloud School District 742,X,,,,X,X,,,,"TYPE OF POSITION: M-F, 40 hrs/wk, hours to be determined Year-round position Hours may vary based on program needs REPORTS TO: Building Principals, immediate supervisor SUPERVISION: None QUALIFICATIONS: High School Diploma or G.E.D., and two years general clerical and/or customer service experien...",$19,https://de.jobsyn.org/5a2012efbe0f4e5abc9de6e7d4b73c0f1387
306,Sales Merchandiser Full ...,"Glazer's, Inc.",X,,,,X,X,,,X,Job Description The Merchandiser II is responsible for performing merchandising activities and constructing displays of SGWS products in key retail accounts as requested by Sales Team or retail customers. This role will provide support to Sales Reps by ordering product and may be required to expe...,~$19,https://jobs.southernglazers.com/job/saint-cloud/sales-merchandiser-full-time-st-cloud-mn/1065/19251761
307,Hometown Expert Retail F...,T-Mobile,,,,,,X,,,X,"Job Description Title Hometown Expert, Retail Field Sales - Ramsey, MN Location MN877C-MN-Division & 33rd Job Description This position will be working in Ramsey, MN. At T-Mobile, we strongly encourage everyone, including people of color, veterans, military spouses, individuals with disabilities,...",~$14,https://www.snagajob.com/jobs/620785259
308,Hometown Expert Retail F...,T-Mobile,,,,,,X,,,X,"Job Description Title Hometown Expert, Retail Field Sales - Saint Cloud, MN Location MN877C-MN-Division & 33rd Job Description At T-Mobile, we strongly encourage everyone, including people of color, veterans, military spouses, individuals with disabilities, lesbian, gay, bisexual, transgender, qu...",~$14,https://www.snagajob.com/jobs/620785166
309,Customer Experience Spec...,Best Buy,,,,,X,X,,,,"Job Description Job Title Customer Experience Specialist (Advisor) Job Category Store Associates Store Number or Department 000012-St Cloud-Store Job Description The Best Buy Advisor engages customers using relationship skills and inspires them to see what's possible with technology. In addition,...",~$13,https://www.snagajob.com/jobs/620807028
310,Geek Squad Consultation ...,Best Buy,X,,,,,X,,,,"Job Description Job Title Geek Squad Consultation Agent Job Category Services/Installation/Repair Store Number or Department 000012-St Cloud-Store Job Description Geek Squad Consultation Agent As the first point of contact, Geek Squad Consultation Agents provide knowledgeable technology solutions...",~$13,https://www.snagajob.com/jobs/620807900
311,Store Manger-Express-Cro...,"Express, Inc.",X,,,,X,,,,,"Job Description Overview The Brand that Gets You to What's Next Express is the vibrant, confident lifestyle brand for ambitious people, providing the latest fashion for style-obsessed men and women since 1980. Our mission is to provide inspiration and confidence through fashion to help people get...",~$22,https://www.snagajob.com/jobs/552619568
312,Bath Remodel Contractors...,__?__,X,,,,,X,,,,"American Standard, the nation’s leading bath remodel company is looking for talented remodel contractors. Contact us now if you have experience with: • Bath & Shower Remodeling • Rough and Finish Carpentry • Plumbing • Electrical • Walk-In-Tubs WHAT YOU CAN EXPECT • Competitive Pay - Paid weekly ...",~$19,https://stcloud.craigslist.org/trd/d/saint-cloud-bath-remodel-contractors/7309814485.html
313,Paid CDL Training with T...,__?__,,,,,,,,,X,"We invest in having a great team: Get paid while you train. Earn your CDL (Commercial Driver’s License), and have a position waiting when you’re finished. Transystems provides Class A CDL training every summer. http://www.driveteamgreen.com . • 180-day commitment after training completion. • One-...",~$32,https://stcloud.craigslist.org/trp/d/hillsboro-paid-cdl-training-with/7309867604.html
314,Maintenance Tech Wanted!,__?__,,,,,,,,,,"RightMove is looking for an experienced technician that has experience with plumbing, electrical, appliances and light carpentry is a plus! Major responsibilities include but are not limited to: -Conduct repair of: the building exterior, grounds, mechanical systems, plumbing systems, etc. -Establ...",~$20,https://stcloud.craigslist.org/lab/d/saint-cloud-maintenance-tech-wanted/7309901018.html
315,Class A CDL Over The Roa...,Magnum LTD,,,,,,,,,,"Job Description Job Description: Are you looking for a career and not just a job? Join the Magnum Family Today! $1,250 a week GUARANTEED MINIMUM PAY! Earn up to $0.72 CPM with additional benefits, detention, layover, breakdown and vacation pay. Magnum driver s average annual income is $75,000 wit...",$31,https://www.snagajob.com/jobs/620398762
316,Production Welder,New Flyer Industries,X,X,,X,X,,,,,"Business Unit NF Transit Bus - St. Cloud New Flyer is North America's heavy-duty transit bus leader with locations in Canada in Winnipeg and Arnprior, and facilities in the USA in Crookston, St. Cloud, Ontario, Anniston, Shepherdsville and Jamestown. It offers the most advanced product line under...",~$15,https://www.governmentjobs.com/careers/nfigroup/newflyer/jobs/3055377/production-welder
317,Diesel Mechanic,Viking Coca-Cola,,X,,,,,,,,"Diesel Mechanic + Jobs + Login + Fleet + St Cloud, MN, USA + Full Time Email Me Similar JobsEmail Me This Job Diesel Mechanic If you're going to wear a team name on your work shirt, make it aWINNING TEAM! Viking Coca Cola has an immediate Full Time opening for a qualified fleet mechanic in our St...",~$26,https://de.jobsyn.org/706a920273194a279b8f8d881d14daed1387
318,Class A Fuel Truck Drive...,KWIK TRIP INC,,,,,X,,X,,,"As a Petroleum Transport Driver, you will be responsible for delivering petroleum products to our store locations on a timely basis. Our drivers, based in 20 locations, deliver one million gallons daily to our 750+ stores, log over 20,000 miles daily and are able to be home at the end of each shi...",~$13,https://jobs.kwiktrip.com/job/St-Cloud-Class-A-Fuel-Driver-St_-Cloud%2C-MN-668-Sign-On-Bonus-up-to-%2410%2C000%21-MN-56304/729119400/
319,Class A CDL Delivery Tru...,KWIK TRIP INC,,,,,X,,,,,"Kwik Trip, Inc., services our 750+ convenience store locations in Wisconsin, Minnesota, Iowa, and Illinois. As a Driver for Kwik Trip, you are responsible for the safe and timely delivery and unloading of product being sent to store locations. On average Drivers make 4 to 8 stops per night at the...",~$29,https://jobs.kwiktrip.com/job/St_-Cloud-Class-A-CDL-Delivery-Driver-St_-Cloud%2C-MN-867-Sign-On-Bonus-up-to-%2410%2C000%21-MN-56304/732930600/
320,"Manager, Sales, Fresh (P...",SpartanNash Associates,X,X,X,,X,,,X,,"At SpartanNash, relationships matter and working on the Supply Chain/Distribution team isn't just about how we serve our customers, it's about how we treat our associates. We want you to feel valued as an individual and as part of our team. Our culture is vibrant and associates want to stay here ...",~$24,https://de.jobsyn.org/214e8c254ce24923bb0bb6e759fe216d1387
321,IMAGING ASSISTANT (ULTRA...,CentraCare Health,X,,,,,X,,,,"Casual, Every 4th Saturday and Sunday 7a-6:30p, rotating holidays JOB SUMMARY: The purpose of this position is to provide assistance to imaging department technical staff in an assigned area. Responsible for completion of appropriate documentation as required. Patients of all ages served. Support...",~$17,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204275
322,OFFICE ASSISTANT (Weight...,CentraCare Health,X,,,,X,,,,,"80 hrs/two week pay period. Mon-Fri, 8am - 4:30pm. JOB SUMMARY: The Office Assistant is responsible for maintaining on-call and provider/practitioner schedules, collecting insurance coverage information and submitting prior authorizations, assisting with inventory, daily deposit, and other office...",~$17,https://elyb.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/204264
323,SAS Part Time Lead Merch...,SAS Retail Services,X,,X,,X,X,,,,SAS Part Time Lead Merchandiser Job Locations US-MN-Saint Cloud Primary Posting Location : City Saint Cloud Primary Posting Location : State/Province MN Primary Posting Location : Postal Code 56301 Primary Posting Location : Country US Requisition ID 2021-331843 Position Type Part Time Category R...,~$15,https://sasretail-uscareers.icims.com/jobs/331843/sas-part-time-lead-merchandiser/job?in_iframe=1
324,Customer Service Represe...,BlackHawk Industrial,X,,,,X,X,,,,"ESSENTIAL DUTIES AND RESPONSIBILITIES: - Personally exhibits, recruits and coaches associates consistent with Core Behaviors - Responsible for promoting culture of safety - Respond appropriately and in a timely manner to all customer and Account Manager incoming communications. - Analyze and asse...",~$13,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=028bb7ba-aac2-46c6-bf40-1457bde83a31&ccId=19000101_000001&type=MP&lang=en_US
325,DIRECT SALES REPRESENTAT...,CrossMark,X,,,,X,X,,X,,"Job Description 1 The Direct Sales Representative role is responsible for execution of the strategic plan for the client’s brands within a defined geography. The position is responsible for overall promotion of the brand including its continued development, management and sales. This role is dedi...",~$16,https://www.snagajob.com/jobs/624113243
326,Electrician,"Baker Cheese Factory, Inc.",,,,,,,,,,This position is responsible for performing electrical maintenance tasks on plant utility and process infrastructure. This position is also responsible to assist mechanics as needed for continuous plant operation. Ability to perform any necessary electrical work in the plant including but not lim...,~$31,https://www.jobshq.com/job/3803392/electrician/
327,Retail Stocking Manager,Harbor Freight Tools,X,,,,X,,,,X,"Job Description Posting Title Retail Stocking Manager Job Description Our Assistant Managers support the Store Manager in leading teams to maximize the output of the store through the optimization of talent, operational execution, and delivery of a rewarding experience for customers and associate...",~$17,https://www.snagajob.com/jobs/620589080
328,Wireless Assistant Store...,Connect Wireless AT&T,,,,,,,,,,Description Are you a top seller looking to advance your career? Do you want to share your abilities to train others to be as successful? Do you see yourself in a leadership role? We are hiring and training someone like YOU to be an Assistant Store Manager (ASM)! The ASM is a Store Manager-in-Tra...,~$29,https://www.jobspider.com/job/view-job-10406364.html
329,Optical Lab Technician I...,Sola Optical,X,,,,,X,,,,"Optical Lab Technician I (AR Coating, 2nd Shift) St Cloud, MN Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day - in order to set the pace through our innovations and enable outstanding achievements. After a...",~$12,https://de.jobsyn.org/d81f7974ac9d4b04b9bdf9e3a0cdf0b01387
330,Optical Lead Lab Technic...,Sola Optical,X,,,,,X,,,,"Optical Lead Lab Technician (Shipping, 2nd Shift) St Cloud, MN Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day - in order to set the pace through our innovations and enable outstanding achievements. After ...",~$23,https://de.jobsyn.org/91210f366cae4b1eaa56fd4b8a6f82611387
331,Optical Lab Operator I (...,Sola Optical,X,,,,,X,,,,"Optical Lab Operator I (Shipping, 2nd Shift) St Cloud, MN Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day - in order to set the pace through our innovations and enable outstanding achievements. After all, ...",~$12,https://de.jobsyn.org/d25320fb707947b78f2657b276ecfe9f1387
332,Optical Lab Technician I...,Sola Optical,X,,,,,X,,,,"Optical Lab Technician I (Freeform Surfacing, 3rd Shift) St Cloud, MN Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day - in order to set the pace through our innovations and enable outstanding achievements....",~$12,https://de.jobsyn.org/c1c9cd3b835b462db83d44ecaccbc2111387
333,Optical Lab Tech II (Tin...,Sola Optical,X,,,,,X,,,,"Optical Lab Tech II (Tinting, 1st Shift) Saint Cloud, MN Lab Tech II is an intermediate level position. Under minimal supervision where operations and sequences are specified by written and verbal instructions and established practices, the Lab Tech II will perform routine and semi-routine produc...",~$12,https://de.jobsyn.org/13761a74f0cd40f4aae597e846b795571387
334,Optical Lab Technician I...,Sola Optical,X,,,,,X,,,,"Optical Lab Technician I (Presurfacing, 2nd Shift) St Cloud, MN Step out of your comfort zone, excel and redefine the limits of what is possible. That's just what our employees are doing every single day - in order to set the pace through our innovations and enable outstanding achievements. After...",~$12,https://de.jobsyn.org/0e43982be77a42a18ffba6dfbea1be721387
335,Sales Merchandiser Full ...,"Southern Wine & Spirits of America, Inc.",X,,,,X,,,,,The Merchandiser II is responsible for performing merchandising activities and constructing displays of SGWS products in key retail accounts as requested by Sales Team or retail customers. This role will provide support to Sales Reps by ordering product and may be required to expedite product del...,~$19,https://southernwine.taleo.net/careersection/2/jobdetail.ftl?job=ST.00000129
336,Extrusion Machine Operat...,Westaff,,,,,,X,,,X,"Immediate Openings for Extrusion Machine Operators in Clearwater, MN! Great opportunity to grow within a well-established company! Shift: 6:00am - 6:00pm OR 6:00pm to 6:00am Pay Rate: $17 to $19.55/hr Extrusion Machine Operators will be responsible for general maintenance to ensure efficient mach...",$20,https://www.westaff.com/jobs/detail/696982
